squad,transfermarkt_id,transfermarkt_url
Damac,Not found,Not found
Rostov,Not found,Not found
CacereÃ±o,Not found,Not found
JaÃ©n,Not found,Not found
UniÃ³n,Not found,Not found
Minnesota Utd,Not found,Not found
ColÃ³n,Not found,Not found
SPAL,Not found,Not found
Al Sadd,Not found,Not found
Politehnica TimiÈ™oara,Not found,Not found
Terek Grozny,Not found,Not found
KarabÃ¼kspor,Not found,Not found
Farul ConstanÈ›a,Not found,Not found
Jong Ajax,Not found,Not found
Pasto,Not found,Not found
CÃºcuta,Not found,Not found
Pereira,Not found,Not found
AtlÃ© TucumÃ¡n,Not found,Not found
Colo-Colo,Not found,Not found
Ancona,Not found,Not found
Tecos,Not found,Not found
AtlÃ©tico Saguntino,Not found,Not found
AC Omonia,Not found,Not found
SJ Earthquakes,Not found,Not found
AmÃ©rica (MG),Not found,Not found
General Caballero (JLM),Not found,Not found
UniÃ³n Comercio,Not found,Not found
Deportivo Recoleta,Not found,Not found
LDU de Quito,Not found,Not found
Melgar,Not found,Not found
S-Pulse,Not found,Not found
San MartÃ­n SJ,Not found,Not found
Indep Petrolero,Not found,Not found
Den Bosch,Not found,Not found
San JosÃ©,Not found,Not found
Toledo,Not found,Not found
SCM Gloria BuzÄƒu,Not found,Not found
TÃ¢rgu MureÈ™,Not found,Not found
RakÃ³w,Not found,Not found
OH Leuven,Not found,Not found
V-V Nagasaki,Not found,Not found
MezÅ‘kÃ¶vesd,Not found,Not found
Lahti,Not found,Not found
Wellington,Not found,Not found
Poli IaÈ™i,Not found,Not found
Samara,Not found,Not found
SÃ¼dtirol,Not found,Not found
Deportes Magallanes,Not found,Not found
MiedÅº Legnica,Not found,Not found
Viitorul,Not found,Not found
Racing,Not found,Not found
NÃ¡utico,Not found,Not found
FC ChamaliÃ¨res,Not found,Not found
Unionistas Sal,Not found,Not found
BrÃ¸ndby,Not found,Not found
GuaireÃ±a,Not found,Not found
GuaranÃ­,Not found,Not found
Club AtlÃ©tico Tembetary,Not found,Not found
Alicante,Not found,Not found
BodÃ¸/Glimt,Not found,Not found
JÃºbilo Iwata,Not found,Not found
Caracas,Not found,Not found
VestsjÃ¦lland,Not found,Not found
Zamora,Not found,Not found
NÃ®mes,Not found,Not found
Molde,Not found,Not found
Jahn R'burg,Not found,Not found
NordsjÃ¦lland,Not found,Not found
Curico Unido,Not found,Not found
AthlÃ©tico MS,Not found,Not found
Al-Khaleej,Not found,Not found
MÃ©rida AD,Not found,Not found
Tigre,Not found,Not found
Dep La CoruÃ±a,Not found,Not found
Evian,Not found,Not found
Maldonado,Not found,Not found
Gimnasiaâ€“LP,Not found,Not found
Aalen,Not found,Not found
StrÃ¸msgodset,Not found,Not found
SorkhPooshan FC,Not found,Not found
HuracÃ¡n,Not found,Not found
Avellino,Not found,Not found
LillestrÃ¸m,Not found,Not found
CearÃ¡,Not found,Not found
Acad Pr Cabello,Not found,Not found
GyÅ‘r,Not found,Not found
Sedan,Not found,Not found
Al-Qadsiah,Not found,Not found
Morton,Not found,Not found
Nice,Not found,Not found
La LouviÃ¨re,Not found,Not found
Catania,Not found,Not found
BolÃ­var,Not found,Not found
Monza,Not found,Not found
Sarmiento,Not found,Not found
Cerro,Not found,Not found
Talavera,Not found,Not found
Naval,Not found,Not found
Ä°stanbul BB,Not found,Not found
GÃ³rnik ÅÄ™czna,Not found,Not found
Jong PSV,Not found,Not found
Shiji Ever Bright,Not found,Not found
EyÃ¼pspor,Not found,Not found
Dep TÃ¡chira,Not found,Not found
Foolad,Not found,Not found
Litex Lovech,Not found,Not found
CriciÃºma,Not found,Not found
AA Aachen,Not found,Not found
DÃ¼sseldorf,Not found,Not found
Jiangsu Sainty,Not found,Not found
Hang Greentown,Not found,Not found
Vicenza Virtus,Not found,Not found
Cen. CÃ³rdobaâ€“SdE,Not found,Not found
GoiÃ¡s,Not found,Not found
VoÅ¾dovac,Not found,Not found
AB Copenhagen,Not found,Not found
Å½elezniÄar PanÄevo,Not found,Not found
Estrela,Not found,Not found
San Martin,Not found,Not found
Henan,Not found,Not found
Brann,Not found,Not found
Ã–rebro,Not found,Not found
W'burg Kickers,Not found,Not found
Mersin Ä°Y,Not found,Not found
OrlÃ©ans,Not found,Not found
HyÃ¨res FC,Not found,Not found
FC Baltika Kaliningrad,Not found,Not found
P'borough Utd,Not found,Not found
Barnet,Not found,Not found
Ebbsfleet Utd,Not found,Not found
Moss,Not found,Not found
MK Dons,Not found,Not found
V. Francavilla,Not found,Not found
SJK,Not found,Not found
GÃ¶teborg,Not found,Not found
Darlington,Not found,Not found
Rotherham Utd,Not found,Not found
AGF,Not found,Not found
Wealdstone,Not found,Not found
Preston,Not found,Not found
OFC Sliven,Not found,Not found
Bury,Not found,Not found
Tianjin Q'jiang,Not found,Not found
Acc'ton Stanley,Not found,Not found
Arles-Avignon,Not found,Not found
Angers,Not found,Not found
Catanzaro,Not found,Not found
Messina,Not found,Not found
Waas-Beveren,Not found,Not found
Ascoli,Not found,Not found
Charlotte,Not found,Not found
Dag & Red,Not found,Not found
Buxton,Not found,Not found
R&D,Not found,Not found
Atlanta Utd,Not found,Not found
Viking,Not found,Not found
Bromley,Not found,Not found
Sac Republic,Not found,Not found
Jong Twente,Not found,Not found
Jong Utrecht,Not found,Not found
Charlotte Ind'ence,Not found,Not found
Arda,Not found,Not found
FG Rovers,Not found,Not found
DjurgÃ¥rden,Not found,Not found
Chester,Not found,Not found
Queen's Park FC,Not found,Not found
Livingston,Not found,Not found
Inter ZapreÅ¡iÄ‡,Not found,Not found
LV Lights FC,Not found,Not found
Lugano,Not found,Not found
Phx Rising,Not found,Not found
Dallas Burn,Not found,Not found
KC Wizards,Not found,Not found
Å½eljezniÄar,Not found,Not found
SÃ¸nderjyskE,Not found,Not found
Thun,Not found,Not found
Olymp Volou,Not found,Not found
St Pierroise,Not found,Not found
LASK,Not found,Not found
ChÃ¢teauroux,Not found,Not found
CrÃ©teil,Not found,Not found
Ind. Rivadavia,Not found,Not found
Maldon&Tiptree,Not found,Not found
PogoÅ„ Szczecin,Not found,Not found
BB Erzurumspor,Not found,Not found
Petrolul PloieÈ™ti,Not found,Not found
Sochi,Not found,Not found
Odra WodzisÅ‚aw,Not found,Not found
Barrow,Not found,Not found
Mantova,Not found,Not found
Ft Lauderdale,Not found,Not found
RuÅ¾omberok,Not found,Not found
TromsÃ¸,Not found,Not found
King's Lynn,Not found,Not found
St Johnstone,Not found,Not found
Consa Sapporo,Not found,Not found
BTSV,Not found,Not found
TB Rowdies,Not found,Not found
Maritzburg United,Not found,Not found
CumbayÃ¡,Not found,Not found
ElazÄ±ÄŸspor,Not found,Not found
Ã–ster,Not found,Not found
St Patrick's,Not found,Not found
Emmen,Not found,Not found
Yamaga,Not found,Not found
US Reggina,Not found,Not found
VPS,Not found,Not found
PuskÃ¡s,Not found,Not found
Fastav ZlÃ­n,Not found,Not found
PÅ™Ã­bram,Not found,Not found
Wrd Bremen II,Not found,Not found
NorrkÃ¶ping,Not found,Not found
Tours,Not found,Not found
BB Bodrumspor,Not found,Not found
Omniworld,Not found,Not found
CSA,Not found,Not found
Guarani,Not found,Not found
Guangzhou Evg,Not found,Not found
Tosno,Not found,Not found
Ural,Not found,Not found
Jong AZ,Not found,Not found
NY Red Bulls II,Not found,Not found
Marinos,Not found,Not found
Saturn,Not found,Not found
Odd,Not found,Not found
Admira,Not found,Not found
BSK BorÄa,Not found,Not found
Rot-WeiÃŸ Erfurt,Not found,Not found
Maccabi Tel Aviv FC,Not found,Not found
RoPS,Not found,Not found
TTM FC,Not found,Not found
Melb Heart,Not found,Not found
InternaÈ›ional,Not found,Not found
Met Donetsk,Not found,Not found
Maccabi Haifa FC,Not found,Not found
