squad,transfermarkt_id,transfermarkt_url
Mons,42546,https://www.transfermarkt.com/mons-calpe-sc/startseite/verein/42546
Saipa,6080,https://www.transfermarkt.com/saipa-fc/startseite/verein/6080
Bahia,10010,https://www.transfermarkt.com/esporte-clube-bahia/startseite/verein/10010
Chaves,3325,https://www.transfermarkt.com/gd-chaves/startseite/verein/3325
CuiabÃ¡,95439,https://www.transfermarkt.com/cuiaba-u20/startseite/verein/95439
Vila Nova,18665,https://www.transfermarkt.com/vila-nova-futebol-clube-go-u19/startseite/verein/18665
NYCFC,Not found,Not found
KasÄ±mpaÅŸa,Not found,Not found
GÃ¶ztepe,Not found,Not found
RB Salzburg,409,https://www.transfermarkt.com/red-bull-salzburg/startseite/verein/409
Sporting KC,Not found,Not found
Start,267,https://www.transfermarkt.com/ik-start/startseite/verein/267
StabÃ¦k,Not found,Not found
Astana FK,22220,https://www.transfermarkt.com/fc-astana/startseite/verein/22220
Veria,2079,https://www.transfermarkt.com/veria-nps/startseite/verein/2079
MazatlÃ¡n,82696,https://www.transfermarkt.com/mazatlan-fc/startseite/verein/82696
Saint-Ã‰tienne,618,https://www.transfermarkt.com/as-saint-etienne/startseite/verein/618
NY Cosmos,4835,https://www.transfermarkt.com/new-york-cosmos/startseite/verein/4835
MarÃ­timo,1301,https://www.transfermarkt.com/cs-maritimo/startseite/verein/1301
Adelaide,875,https://www.transfermarkt.com/adelaide-united/startseite/verein/875
Widzew ÅÃ³dÅº,Not found,Not found
Lechia GdaÅ„sk,Not found,Not found
ÅšlÄ…sk WrocÅ‚aw,Not found,Not found
LeixÃµes,Not found,Not found
HIFK,Not found,Not found
Ufa,28095,https://www.transfermarkt.com/fk-ufa/startseite/verein/28095
MiedÅº,Not found,Not found
CornellÃ ,Not found,Not found
Chiapas,16178,https://www.transfermarkt.com/chiapas-fc-premier/startseite/verein/16178
Racing Club,1444,https://www.transfermarkt.com/racing-club/startseite/verein/1444
Santos,221,https://www.transfermarkt.com/fc-santos/startseite/verein/221
U ConcepciÃ³n,Not found,Not found
UniÃ³n EspaÃ±ola,4321,https://www.transfermarkt.com/union-espanola/startseite/verein/4321
Junior,11854,https://www.transfermarkt.com/junior-fc/startseite/verein/11854
Gent,157,https://www.transfermarkt.com/kaa-gent/startseite/verein/157
SanluqueÃ±o,21322,https://www.transfermarkt.com/atletico-sanluqueno/startseite/verein/21322
Teruel,19301,https://www.transfermarkt.com/cd-teruel/startseite/verein/19301
WisÅ‚a KrakÃ³w,Not found,Not found
Orihuela,4054,https://www.transfermarkt.com/fc-orihuela/startseite/verein/4054
Oeste,104802,https://www.transfermarkt.com/centro-oeste-futebol-clube-go-/startseite/verein/104802
Dinamo BucureÈ™ti,Not found,Not found
CA Bucaramanga,Not found,Not found
Swope Park,Not found,Not found
HonvÃ©d,709,https://www.transfermarkt.com/budapest-honved-fc/startseite/verein/709
SF Deltas,53517,https://www.transfermarkt.com/san-francisco-deltas/startseite/verein/53517
Al-Orobah,39536,https://www.transfermarkt.com/al-orubah/startseite/verein/39536
Atl SanluqueÃ±o,Not found,Not found
Skoda Xanthi,Not found,Not found
GenÃ§lerbirliÄŸi,Not found,Not found
Basel,26,https://www.transfermarkt.com/fc-basel-1893/startseite/verein/26
Burgos,1536,https://www.transfermarkt.com/burgos-cf/startseite/verein/1536
Melb City,Not found,Not found
UAG,Not found,Not found
LanÃºs,333,https://www.transfermarkt.com/club-atletico-lanus/startseite/verein/333
VÃ©lez Sarsfield,1029,https://www.transfermarkt.com/club-atletico-velez-sarsfield/startseite/verein/1029
SocuÃ©llamos,30696,https://www.transfermarkt.com/ud-socuellamos/startseite/verein/30696
Al-Hazem,9131,https://www.transfermarkt.com/al-hazm/startseite/verein/9131
AtlÃ©tico Baleares,18687,https://www.transfermarkt.com/atletico-baleares/startseite/verein/18687
Guangzhou,115892,https://www.transfermarkt.com/guangzhou-alpha/startseite/verein/115892
Paysandu,92668,https://www.transfermarkt.com/paysandu-futbol-club/startseite/verein/92668
SÃ£o Bento,Not found,Not found
Club Deportivo Utrera,6685,https://www.transfermarkt.com/cd-utrera/startseite/verein/6685
Vancouver W'caps,Not found,Not found
VÃ¥lerenga,76,https://www.transfermarkt.com/valerenga-fotball/startseite/verein/76
Anzhi,2700,https://www.transfermarkt.com/anzhi-makhachkala/startseite/verein/2700
AÃ‰K LÃ¡rnaka,2156,https://www.transfermarkt.com/aek-larnaka/startseite/verein/2156
Palermo,458,https://www.transfermarkt.com/palermo-fc/startseite/verein/458
Al-Ta'ee,Not found,Not found
Freiburg,60,https://www.transfermarkt.com/sc-freiburg/startseite/verein/60
Penafiel,3327,https://www.transfermarkt.com/fc-penafiel/startseite/verein/3327
BÃ©kÃ©scsaba,62598,https://www.transfermarkt.com/atletico-bekescsaba-fc/startseite/verein/62598
HaladÃ¡s,649,https://www.transfermarkt.com/szombathelyi-haladas/startseite/verein/649
Debrecen,136496,https://www.transfermarkt.com/mgm-debrecen/startseite/verein/136496
La Equidad,24476,https://www.transfermarkt.com/cd-la-equidad-b/startseite/verein/24476
BotoÈ™ani,Not found,Not found
Trapani,4331,https://www.transfermarkt.com/trapani-calcio/startseite/verein/4331
Treviso,14847,https://www.transfermarkt.com/acd-treviso-u19/startseite/verein/14847
Novara,6692,https://www.transfermarkt.com/novara-calcio/startseite/verein/6692
Abha,40039,https://www.transfermarkt.com/abha-club/startseite/verein/40039
Boa,Not found,Not found
VitÃ³ria GuimarÃ£es,Not found,Not found
Aves,Not found,Not found
Damac,50532,https://www.transfermarkt.com/damac-fc/startseite/verein/50532
Rostov,1083,https://www.transfermarkt.com/fk-rostov/startseite/verein/1083
CacereÃ±o,11602,https://www.transfermarkt.com/cp-cacereno/startseite/verein/11602
JaÃ©n,114373,https://www.transfermarkt.com/ada-jaen/startseite/verein/114373
UniÃ³n,25467,https://www.transfermarkt.com/philadelphia-union/startseite/verein/25467
Minnesota Utd,Not found,Not found
ColÃ³n,1070,https://www.transfermarkt.com/club-atletico-colon/startseite/verein/1070
SPAL,81158,https://www.transfermarkt.com/asd-spal-cordovado/startseite/verein/81158
Al Sadd,Not found,Not found
Politehnica TimiÈ™oara,Not found,Not found
Terek Grozny,Not found,Not found
KarabÃ¼kspor,1506,https://www.transfermarkt.com/kardemir-karabukspor/startseite/verein/1506
Farul ConstanÈ›a,Not found,Not found
Jong Ajax,8817,https://www.transfermarkt.com/ajax-amsterdam-ii/startseite/verein/8817
Pasto,10090,https://www.transfermarkt.com/deportivo-pasto/startseite/verein/10090
CÃºcuta,13379,https://www.transfermarkt.com/cucuta-deportivo/startseite/verein/13379
Pereira,9811,https://www.transfermarkt.com/deportivo-pereira/startseite/verein/9811
AtlÃ© TucumÃ¡n,Not found,Not found
Colo-Colo,2433,https://www.transfermarkt.com/csd-colo-colo/startseite/verein/2433
Ancona,1388,https://www.transfermarkt.com/us-anconitana/startseite/verein/1388
Tecos,4565,https://www.transfermarkt.com/tecos-fc/startseite/verein/4565
AtlÃ©tico Saguntino,50257,https://www.transfermarkt.com/atletico-saguntino/startseite/verein/50257
AC Omonia,829,https://www.transfermarkt.com/omonia-nikosia/startseite/verein/829
SJ Earthquakes,218,https://www.transfermarkt.com/san-jose-earthquakes/startseite/verein/218
AmÃ©rica (MG),Not found,Not found
General Caballero (JLM),Not found,Not found
UniÃ³n Comercio,31337,https://www.transfermarkt.com/cd-union-comercio/startseite/verein/31337
Deportivo Recoleta,Not found,Not found
LDU de Quito,9855,https://www.transfermarkt.com/ldu-quito/startseite/verein/9855
Melgar,2734,https://www.transfermarkt.com/fbc-melgar/startseite/verein/2734
S-Pulse,1062,https://www.transfermarkt.com/shimizu-s-pulse/startseite/verein/1062
San MartÃ­n SJ,Not found,Not found
Indep Petrolero,Not found,Not found
Den Bosch,404,https://www.transfermarkt.com/fc-den-bosch/startseite/verein/404
San JosÃ©,218,https://www.transfermarkt.com/san-jose-earthquakes/startseite/verein/218
Toledo,2929,https://www.transfermarkt.com/cd-toledo/startseite/verein/2929
SCM Gloria BuzÄƒu,Not found,Not found
TÃ¢rgu MureÈ™,Not found,Not found
RakÃ³w,9644,https://www.transfermarkt.com/rakow-czestochowa/startseite/verein/9644
OH Leuven,2727,https://www.transfermarkt.com/oud-heverlee-leuven/startseite/verein/2727
V-V Nagasaki,Not found,Not found
MezÅ‘kÃ¶vesd,Not found,Not found
Lahti,2925,https://www.transfermarkt.com/fc-lahti/startseite/verein/2925
Wellington,8445,https://www.transfermarkt.com/wellington-phoenix/startseite/verein/8445
Poli IaÈ™i,Not found,Not found
Samara,16618,https://www.transfermarkt.com/yunit-samara/startseite/verein/16618
SÃ¼dtirol,4554,https://www.transfermarkt.com/fc-sudtirol/startseite/verein/4554
Deportes Magallanes,Not found,Not found
MiedÅº Legnica,Not found,Not found
Viitorul,86655,https://www.transfermarkt.com/acs-viitorul-cluj/startseite/verein/86655
Racing,1444,https://www.transfermarkt.com/racing-club/startseite/verein/1444
NÃ¡utico,115581,https://www.transfermarkt.com/nautico-fc/startseite/verein/115581
FC ChamaliÃ¨res,46579,https://www.transfermarkt.com/fc-chamalieres/startseite/verein/46579
Unionistas Sal,Not found,Not found
BrÃ¸ndby,Not found,Not found
GuaireÃ±a,63181,https://www.transfermarkt.com/guairena-fc/startseite/verein/63181
GuaranÃ­,11855,https://www.transfermarkt.com/club-guarani/startseite/verein/11855
Club AtlÃ©tico Tembetary,908,https://www.transfermarkt.com/atletico-tembetary/startseite/verein/908
Alicante,69359,https://www.transfermarkt.com/cf-independiente-alicante/startseite/verein/69359
BodÃ¸/Glimt,Not found,Not found
JÃºbilo Iwata,937,https://www.transfermarkt.com/jubilo-iwata/startseite/verein/937
Caracas,531,https://www.transfermarkt.com/caracas-fc/startseite/verein/531
VestsjÃ¦lland,Not found,Not found
Zamora,18018,https://www.transfermarkt.com/zamora-fc/startseite/verein/18018
NÃ®mes,63668,https://www.transfermarkt.com/sc-nimes/startseite/verein/63668
Molde,687,https://www.transfermarkt.com/molde-fk/startseite/verein/687
Jahn R'burg,Not found,Not found
NordsjÃ¦lland,Not found,Not found
Curico Unido,19027,https://www.transfermarkt.com/cdp-curico-unido/startseite/verein/19027
AthlÃ©tico MS,Not found,Not found
Al-Khaleej,6070,https://www.transfermarkt.com/al-khaleej/startseite/verein/6070
MÃ©rida AD,46854,https://www.transfermarkt.com/merida-ad/startseite/verein/46854
Tigre,11831,https://www.transfermarkt.com/club-atletico-tigre/startseite/verein/11831
Dep La CoruÃ±a,Not found,Not found
Evian,79789,https://www.transfermarkt.com/us-evian-lugrin/startseite/verein/79789
Maldonado,18075,https://www.transfermarkt.com/cd-maldonado/startseite/verein/18075
Gimnasiaâ€“LP,Not found,Not found
Aalen,83,https://www.transfermarkt.com/vfr-aalen/startseite/verein/83
StrÃ¸msgodset,Not found,Not found
SorkhPooshan FC,96080,https://www.transfermarkt.com/sorkhpooshan-qom/startseite/verein/96080
HuracÃ¡n,34318,https://www.transfermarkt.com/huracan-futbol-club/startseite/verein/34318
Avellino,2331,https://www.transfermarkt.com/us-avellino-1912/startseite/verein/2331
LillestrÃ¸m,Not found,Not found
CearÃ¡,17892,https://www.transfermarkt.com/ceara-sporting-club-u20/startseite/verein/17892
Acad Pr Cabello,Not found,Not found
GyÅ‘r,Not found,Not found
Sedan,90666,https://www.transfermarkt.com/krupki-drsu-164/startseite/verein/90666
Al-Qadsiah,26069,https://www.transfermarkt.com/al-qadisiyah-fc/startseite/verein/26069
Morton,3026,https://www.transfermarkt.com/greenock-morton-fc/startseite/verein/3026
Nice,417,https://www.transfermarkt.com/ogc-nizza/startseite/verein/417
La LouviÃ¨re,3901,https://www.transfermarkt.com/raal-la-louviere/startseite/verein/3901
Catania,1627,https://www.transfermarkt.com/catania-calcio/startseite/verein/1627
BolÃ­var,93377,https://www.transfermarkt.com/bolivar-sc/startseite/verein/93377
Monza,2919,https://www.transfermarkt.com/ac-monza/startseite/verein/2919
Sarmiento,12454,https://www.transfermarkt.com/club-atletico-sarmiento-junin-/startseite/verein/12454
Cerro,20189,https://www.transfermarkt.com/cerro-largo-fc/startseite/verein/20189
Talavera,47421,https://www.transfermarkt.com/cf-talavera-de-la-reina/startseite/verein/47421
Naval,19649,https://www.transfermarkt.com/naval-de-talcahuano/startseite/verein/19649
Ä°stanbul BB,Not found,Not found
GÃ³rnik ÅÄ™czna,Not found,Not found
Jong PSV,9715,https://www.transfermarkt.com/psv-eindhoven-ii/startseite/verein/9715
Shiji Ever Bright,Not found,Not found
EyÃ¼pspor,7160,https://www.transfermarkt.com/eyupspor/startseite/verein/7160
Dep TÃ¡chira,Not found,Not found
Foolad,6076,https://www.transfermarkt.com/foolad-fc/startseite/verein/6076
Litex Lovech,16034,https://www.transfermarkt.com/pfc-litex-lovech-u19/startseite/verein/16034
CriciÃºma,7178,https://www.transfermarkt.com/criciuma-esporte-clube/startseite/verein/7178
AA Aachen,Not found,Not found
DÃ¼sseldorf,38,https://www.transfermarkt.com/fortuna-dusseldorf/startseite/verein/38
Jiangsu Sainty,Not found,Not found
Hang Greentown,Not found,Not found
Vicenza Virtus,Not found,Not found
Cen. CÃ³rdobaâ€“SdE,Not found,Not found
GoiÃ¡s,3197,https://www.transfermarkt.com/goias-ec/startseite/verein/3197
VoÅ¾dovac,Not found,Not found
AB Copenhagen,Not found,Not found
Å½elezniÄar PanÄevo,Not found,Not found
Estrela,2431,https://www.transfermarkt.com/cf-estrela-amadora-sad/startseite/verein/2431
San Martin,8413,https://www.transfermarkt.com/san-martin-de-mendoza/startseite/verein/8413
Henan,9982,https://www.transfermarkt.com/henan-songshan-longmen/startseite/verein/9982
Brann,1100,https://www.transfermarkt.com/sk-brann/startseite/verein/1100
Ã–rebro,1056,https://www.transfermarkt.com/orebro-sk/startseite/verein/1056
W'burg Kickers,Not found,Not found
Mersin Ä°Y,Not found,Not found
OrlÃ©ans,10868,https://www.transfermarkt.com/us-orleans/startseite/verein/10868
HyÃ¨res FC,123661,https://www.transfermarkt.com/hyeres-fc-u19/startseite/verein/123661
FC Baltika Kaliningrad,2741,https://www.transfermarkt.com/baltika-kaliningrad/startseite/verein/2741
P'borough Utd,Not found,Not found
Barnet,2804,https://www.transfermarkt.com/fc-barnet/startseite/verein/2804
Ebbsfleet Utd,Not found,Not found
Moss,2961,https://www.transfermarkt.com/moss-fk/startseite/verein/2961
MK Dons,991,https://www.transfermarkt.com/milton-keynes-dons/startseite/verein/991
V. Francavilla,49939,https://www.transfermarkt.com/virtus-francavilla-calcio/startseite/verein/49939
SJK,23777,https://www.transfermarkt.com/sjk-seinajoki/startseite/verein/23777
GÃ¶teborg,Not found,Not found
Darlington,37486,https://www.transfermarkt.com/fc-darlington/startseite/verein/37486
Rotherham Utd,Not found,Not found
AGF,Not found,Not found
Wealdstone,4117,https://www.transfermarkt.com/fc-wealdstone/startseite/verein/4117
Preston,12991,https://www.transfermarkt.com/preston-lions-fc/startseite/verein/12991
OFC Sliven,Not found,Not found
Bury,2413,https://www.transfermarkt.com/fc-bury/startseite/verein/2413
Tianjin Q'jiang,Not found,Not found
Acc'ton Stanley,Not found,Not found
Arles-Avignon,Not found,Not found
Angers,1420,https://www.transfermarkt.com/sco-angers/startseite/verein/1420
Catanzaro,4097,https://www.transfermarkt.com/us-catanzaro/startseite/verein/4097
Messina,38995,https://www.transfermarkt.com/fc-messina/startseite/verein/38995
Waas-Beveren,Not found,Not found
Ascoli,408,https://www.transfermarkt.com/ascoli-calcio/startseite/verein/408
Charlotte,78435,https://www.transfermarkt.com/charlotte-fc/startseite/verein/78435
Dag & Red,Not found,Not found
Buxton,10895,https://www.transfermarkt.com/buxton-fc/startseite/verein/10895
R&D,Not found,Not found
Atlanta Utd,Not found,Not found
Viking,239,https://www.transfermarkt.com/viking-stavanger/startseite/verein/239
Bromley,8981,https://www.transfermarkt.com/fc-bromley/startseite/verein/8981
Sac Republic,Not found,Not found
Jong Twente,Not found,Not found
Jong Utrecht,Not found,Not found
Charlotte Ind'ence,Not found,Not found
Arda,40604,https://www.transfermarkt.com/pfc-arda-kardzhali/startseite/verein/40604
FG Rovers,Not found,Not found
DjurgÃ¥rden,Not found,Not found
Chester,Not found,Not found
Queen's Park FC,3031,https://www.transfermarkt.com/queens-park-fc/startseite/verein/3031
Livingston,1241,https://www.transfermarkt.com/livingston-fc/startseite/verein/1241
Inter ZapreÅ¡iÄ‡,Not found,Not found
LV Lights FC,Not found,Not found
Lugano,2790,https://www.transfermarkt.com/fc-lugano/startseite/verein/2790
Phx Rising,Not found,Not found
Dallas Burn,Not found,Not found
KC Wizards,Not found,Not found
Å½eljezniÄar,Not found,Not found
SÃ¸nderjyskE,Not found,Not found
Thun,938,https://www.transfermarkt.com/fc-thun/startseite/verein/938
Olymp Volou,Not found,Not found
St Pierroise,Not found,Not found
LASK,413,https://www.transfermarkt.com/lask/startseite/verein/413
ChÃ¢teauroux,Not found,Not found
CrÃ©teil,2067,https://www.transfermarkt.com/us-creteil-lusitanos/startseite/verein/2067
Ind. Rivadavia,12179,https://www.transfermarkt.com/independiente-rivadavia/startseite/verein/12179
Maldon&Tiptree,Not found,Not found
PogoÅ„ Szczecin,Not found,Not found
BB Erzurumspor,Not found,Not found
Petrolul PloieÈ™ti,Not found,Not found
Sochi,41231,https://www.transfermarkt.com/fk-sochi/startseite/verein/41231
Odra WodzisÅ‚aw,Not found,Not found
Barrow,6168,https://www.transfermarkt.com/afc-barrow/startseite/verein/6168
Mantova,2581,https://www.transfermarkt.com/mantova-1911/startseite/verein/2581
Ft Lauderdale,Not found,Not found
RuÅ¾omberok,Not found,Not found
TromsÃ¸,1293,https://www.transfermarkt.com/tromso-il/startseite/verein/1293
King's Lynn,38899,https://www.transfermarkt.com/kings-lynn-town/startseite/verein/38899
St Johnstone,Not found,Not found
Consa Sapporo,Not found,Not found
BTSV,Not found,Not found
TB Rowdies,23565,https://www.transfermarkt.com/tampa-bay-rowdies/startseite/verein/23565
Maritzburg United,Not found,Not found
CumbayÃ¡,41301,https://www.transfermarkt.com/cumbaya-fc/startseite/verein/41301
ElazÄ±ÄŸspor,Not found,Not found
Ã–ster,Not found,Not found
St Patrick's,32751,https://www.transfermarkt.com/st-patricks-former-pupils-fc/startseite/verein/32751
Emmen,1283,https://www.transfermarkt.com/fc-emmen/startseite/verein/1283
Yamaga,25765,https://www.transfermarkt.com/matsumoto-yamaga/startseite/verein/25765
US Reggina,1386,https://www.transfermarkt.com/reggina-1914/startseite/verein/1386
VPS,117181,https://www.transfermarkt.com/vps-kramatorsk-1998-/startseite/verein/117181
PuskÃ¡s,37169,https://www.transfermarkt.com/puskas-akademia-fc/startseite/verein/37169
Fastav ZlÃ­n,Not found,Not found
PÅ™Ã­bram,Not found,Not found
Wrd Bremen II,Not found,Not found
NorrkÃ¶ping,Not found,Not found
Tours,16037,https://www.transfermarkt.com/fc-tours-u19/startseite/verein/16037
BB Bodrumspor,Not found,Not found
Omniworld,Not found,Not found
CSA,61687,https://www.transfermarkt.com/csa-steaua/startseite/verein/61687
Guarani,11855,https://www.transfermarkt.com/club-guarani/startseite/verein/11855
Guangzhou Evg,Not found,Not found
Tosno,72129,https://www.transfermarkt.com/fk-atlant-tosno/startseite/verein/72129
Ural,11127,https://www.transfermarkt.com/ural-ekaterinburg/startseite/verein/11127
Jong AZ,11368,https://www.transfermarkt.com/az-alkmaar-ii/startseite/verein/11368
NY Red Bulls II,39815,https://www.transfermarkt.com/new-york-red-bulls-ii/startseite/verein/39815
Marinos,3828,https://www.transfermarkt.com/yokohama-f-marinos/startseite/verein/3828
Saturn,2737,https://www.transfermarkt.com/saturn-ramenskoe/startseite/verein/2737
Odd,Not found,Not found
Admira,503,https://www.transfermarkt.com/fc-admira-wacker-modling/startseite/verein/503
BSK BorÄa,Not found,Not found
Rot-WeiÃŸ Erfurt,27817,https://www.transfermarkt.com/rot-weiss-wilhelmsburg/startseite/verein/27817
Maccabi Tel Aviv FC,119,https://www.transfermarkt.com/maccabi-tel-aviv/startseite/verein/119
RoPS,Not found,Not found
TTM FC,Not found,Not found
Melb Heart,Not found,Not found
InternaÈ›ional,Not found,Not found
Met Donetsk,Not found,Not found
Maccabi Haifa FC,1064,https://www.transfermarkt.com/maccabi-haifa/startseite/verein/1064
